pmid,analytic_method,experiment_name,biomarker_id,biomarker_id_origin,biomarker_long_name,biomarker_short_name,original_name,original_value,association_name,association_value,association_unit,95% CI,se,association_p_value,association_p_value_qualifier,association_p_value_unit...17,association_p_value_raw,association_p_value_raw_qualifier,association_p_value_unit...20,concept_id,concept_id_description
33803340,33803340.1.1,,X32390,Metabolon,N-Acetyltyrosine,N-Acetyltyrosine,,,Odds Ratio,0.95,,"(0.84, 1.08)",,0.81,,trend,0.454938225,,trend,C18,Colorectal Cancer
33803340,33803340.1.1,,X32328,Metabolon,Hexanoylcarnitine (C6),Hexanoylcarnitine (C6),,,Odds Ratio,1.1,,"(0.97, 1.25)",,0.603,,trend,0.129248944,,trend,C18,Colorectal Cancer
33803340,33803340.1.1,,X43829,Metabolon,Gamma-Glutamylvaline,Gamma-Glutamylvaline,,,Odds Ratio,1.09,,"(0.97, 1.24)",,0.618,,trend,0.147857848,,trend,C18,Colorectal Cancer
33803340,33803340.1.1,,X32388,Metabolon,Dodecanedioate (C12-Dc),Dodecanedioate (C12-Dc),,,Odds Ratio,1.06,,"(0.94, 1.2)",,0.741,,trend,0.333969992,,trend,C18,Colorectal Cancer
33803340,33803340.1.1,,X62873,Metabolon,Cis-4-Decenoate (10:1N6),Cis-4-Decenoate (10:1N6),,,Odds Ratio,1.08,,"(0.96, 1.22)",,0.662,,trend,0.219950569,,trend,C18,Colorectal Cancer
33803340,33803340.1.1,,X48674,Metabolon,Umbelliferone Sulfate,Umbelliferone Sulfate,,,Odds Ratio,1.05,,"(0.93, 1.19)",,0.812,,trend,0.457393761,,trend,C18,Colorectal Cancer
33803340,33803340.1.1,,X52611,Metabolon,1-Stearoyl-2-Docosahexaenoyl-Gpc (18:0/22:6),1-Stearoyl-2-Docosahexaenoyl-Gpc (18:0/22:6),,,Odds Ratio,0.92,,"(0.81, 1.04)",,0.646,,trend,0.182021797,,trend,C18,Colorectal Cancer
33803340,33803340.1.1,,X53262,Metabolon,Dihomo-Linolenoyl-Choline,Dihomo-Linolenoyl-Choline,,,Odds Ratio,0.92,,"(0.81, 1.06)",,0.672,,trend,0.250463616,,trend,C18,Colorectal Cancer
33803340,33803340.1.1,,X21158,Metabolon,3-Hydroxymyristate,3-Hydroxymyristate,,,Odds Ratio,1.1,,"(0.97, 1.25)",,0.618,,trend,0.14406327,,trend,C18,Colorectal Cancer
33803340,33803340.1.1,,X1105,Metabolon,Linoleate (18:2N6),Linoleate (18:2N6),,,Odds Ratio,1.08,,"(0.95, 1.22)",,0.673,,trend,0.256067208,,trend,C18,Colorectal Cancer
33803340,33803340.1.1,,X36602,Metabolon,1-Oleoyl-Gpi (18:1),1-Oleoyl-Gpi (18:1),,,Odds Ratio,0.95,,"(0.84, 1.08)",,0.784,,trend,0.408803858,,trend,C18,Colorectal Cancer
33803340,33803340.1.1,,X40703,Metabolon,Prolylglycine,Prolylglycine,,,Odds Ratio,0.92,,"(0.81, 1.04)",,0.646,,trend,0.184412593,,trend,C18,Colorectal Cancer
33803340,33803340.1.1,,X43400,Metabolon,2-Piperidinone,2-Piperidinone,,,Odds Ratio,1.09,,"(0.96, 1.23)",,0.646,,trend,0.177319365,,trend,C18,Colorectal Cancer
33803340,33803340.1.1,,X48733,Metabolon,Vanillic Alcohol Sulfate,Vanillic Alcohol Sulfate,,,Odds Ratio,0.93,,"(0.82, 1.05)",,0.672,,trend,0.253019414,,trend,C18,Colorectal Cancer
33803340,33803340.1.1,,X61700,Metabolon,2-Hydroxyarachidate,2-Hydroxyarachidate,,,Odds Ratio,0.94,,"(0.83, 1.06)",,0.741,,trend,0.321876809,,trend,C18,Colorectal Cancer
33803340,33803340.1.1,,X61887,Metabolon,Glucuronide Of C10H18O2 (7),Glucuronide Of C10H18O2 (7),,,Odds Ratio,1.04,,"(0.92, 1.18)",,0.838,,trend,0.544125257,,trend,C18,Colorectal Cancer
33803340,33803340.1.1,,X62798,Metabolon,4-Acetylcatechol Sulfate (1),4-Acetylcatechol Sulfate (1),,,Odds Ratio,1.05,,"(0.93, 1.19)",,0.784,,trend,0.405717833,,trend,C18,Colorectal Cancer
33803340,33803340.1.1,,X15745,Metabolon,Methylsuccinate,Methylsuccinate,,,Odds Ratio,1.08,,"(0.92, 1.25)",,0.753,,trend,0.347271522,,trend,C18,Colorectal Cancer
33803340,33803340.1.1,,X2761,Metabolon,Thyroxine,Thyroxine,,,Odds Ratio,0.97,,"(0.85, 1.1)",,0.875,,trend,0.608429806,,trend,C18,Colorectal Cancer
33803340,33803340.1.1,,X33939,Metabolon,N-Acetylthreonine,N-Acetylthreonine,,,Odds Ratio,1.09,,"(0.95, 1.24)",,0.665,,trend,0.226383535,,trend,C18,Colorectal Cancer
33803340,33803340.1.1,,X63590,Metabolon,Ascorbic Acid 2-Sulfate,Ascorbic Acid 2-Sulfate,,,Odds Ratio,1.04,,"(0.92, 1.19)",,0.822,,trend,0.514561893,,trend,C18,Colorectal Cancer
33803340,33803340.1.1,,X18254,Metabolon,Paraxanthine,Paraxanthine,,,Odds Ratio,0.94,,"(0.83, 1.07)",,0.759,,trend,0.358754864,,trend,C18,Colorectal Cancer
33803340,33803340.1.1,,X52988,Metabolon,Adipoylcarnitine (C6-Dc),Adipoylcarnitine (C6-Dc),,,Odds Ratio,0.97,,"(0.85, 1.09)",,0.86,,trend,0.583631109,,trend,C18,Colorectal Cancer
33803340,33803340.1.1,,X53176,Metabolon,1-Linoleoyl-2-Linolenoyl-Gpc (18:2/18:3),1-Linoleoyl-2-Linolenoyl-Gpc (18:2/18:3),,,Odds Ratio,0.91,,"(0.79, 1.03)",,0.618,,trend,0.145828204,,trend,C18,Colorectal Cancer
33803340,33803340.1.1,,X32398,Metabolon,Sebacate (C10-Dc),Sebacate (C10-Dc),,,Odds Ratio,1.06,,"(0.93, 1.19)",,0.77,,trend,0.382215853,,trend,C18,Colorectal Cancer
33803340,33803340.1.1,,X38160,Metabolon,Hydroquinone Beta-D-Glucopyranoside,Hydroquinone Beta-D-Glucopyranoside,,,Odds Ratio,0.94,,"(0.83, 1.07)",,0.741,,trend,0.337663071,,trend,C18,Colorectal Cancer
33803340,33803340.1.1,,X40406,Metabolon,Trimethylamine N-Oxide,Trimethylamine N-Oxide,,,Odds Ratio,1.07,,"(0.94, 1.21)",,0.701,,trend,0.282797549,,trend,C18,Colorectal Cancer
33803340,33803340.1.1,,X46146,Metabolon,4-Methylcatechol Sulfate,4-Methylcatechol Sulfate,,,Odds Ratio,1.04,,"(0.92, 1.19)",,0.822,,trend,0.51514131,,trend,C18,Colorectal Cancer
33803340,33803340.1.1,,X57515,Metabolon,Lignoceroylcarnitine (C24),Lignoceroylcarnitine (C24),,,Odds Ratio,1.09,,"(0.96, 1.22)",,0.646,,trend,0.170884743,,trend,C18,Colorectal Cancer
33803340,33803340.1.1,,X63688,Metabolon,Deoxycholic Acid 12-Sulfate,Deoxycholic Acid 12-Sulfate,,,Odds Ratio,1.08,,"(0.95, 1.22)",,0.662,,trend,0.22424715,,trend,C18,Colorectal Cancer
33803340,33803340.1.1,,X2730,Metabolon,Gamma-Glutamylglutamine,Gamma-Glutamylglutamine,,,Odds Ratio,1.01,,"(0.89, 1.15)",,0.955,,trend,0.831108442,,trend,C18,Colorectal Cancer
33803340,33803340.1.1,,X21132,Metabolon,"2,3-Dihydroxypyridine","2,3-Dihydroxypyridine",,,Odds Ratio,1.05,,"(0.93, 1.19)",,0.778,,trend,0.393893166,,trend,C18,Colorectal Cancer
33803340,33803340.1.1,,X30460,Metabolon,1-Methylhistidine,1-Methylhistidine,,,Odds Ratio,0.96,,"(0.85, 1.09)",,0.851,,trend,0.560832663,,trend,C18,Colorectal Cancer
33803340,33803340.1.1,,X32401,Metabolon,Trigonelline (N'-Methylnicotinate),Trigonelline (N'-Methylnicotinate),,,Odds Ratio,1.04,,"(0.91, 1.18)",,0.856,,trend,0.571729311,,trend,C18,Colorectal Cancer
33803340,33803340.1.1,,X32504,Metabolon,Docosapentaenoate (N3 Dpa; 22:5N3),Docosapentaenoate (N3 Dpa; 22:5N3),,,Odds Ratio,1.07,,"(0.94, 1.22)",,0.716,,trend,0.29423642,,trend,C18,Colorectal Cancer
33803340,33803340.1.1,,X46548,Metabolon,3-Methylglutarylcarnitine (2),3-Methylglutarylcarnitine (2),,,Odds Ratio,0.93,,"(0.82, 1.05)",,0.672,,trend,0.251883303,,trend,C18,Colorectal Cancer
33803340,33803340.1.1,,X47666,Metabolon,Alpha-Cehc Sulfate,Alpha-Cehc Sulfate,,,Odds Ratio,0.92,,"(0.82, 1.04)",,0.648,,trend,0.193821713,,trend,C18,Colorectal Cancer
33803340,33803340.1.1,,X52477,Metabolon,1-(1-Enyl-Palmitoyl)-2-Oleoyl-Gpe (P-16:0/18:1),1-(1-Enyl-Palmitoyl)-2-Oleoyl-Gpe (P-16:0/18:1),,,Odds Ratio,0.96,,"(0.84, 1.09)",,0.82,,trend,0.501204422,,trend,C18,Colorectal Cancer
33803340,33803340.1.1,,X1505,Metabolon,Orotate,Orotate,,,Odds Ratio,1.07,,"(0.94, 1.22)",,0.727,,trend,0.307852578,,trend,C18,Colorectal Cancer
33803340,33803340.1.1,,X33447,Metabolon,Palmitoleate (16:1N7),Palmitoleate (16:1N7),,,Odds Ratio,1.08,,"(0.95, 1.24)",,0.669,,trend,0.238369575,,trend,C18,Colorectal Cancer
33803340,33803340.1.1,,X1284,Metabolon,Threonine,Threonine,,,Odds Ratio,1.03,,"(0.92, 1.16)",,0.868,,trend,0.597473013,,trend,C18,Colorectal Cancer
33803340,33803340.1.1,,X569,Metabolon,Caffeine,Caffeine,,,Odds Ratio,0.95,,"(0.84, 1.07)",,0.784,,trend,0.408637928,,trend,C18,Colorectal Cancer
33803340,33803340.1.1,,X1600,Metabolon,Phosphoethanolamine,Phosphoethanolamine,,,Odds Ratio,1.06,,"(0.93, 1.2)",,0.774,,trend,0.387235478,,trend,C18,Colorectal Cancer
33803340,33803340.1.1,,X1587,Metabolon,N-Acetylleucine,N-Acetylleucine,,,Odds Ratio,0.96,,"(0.85, 1.08)",,0.82,,trend,0.478410932,,trend,C18,Colorectal Cancer
33803340,33803340.1.1,,X1585,Metabolon,N-Acetylalanine,N-Acetylalanine,,,Odds Ratio,1.1,,"(0.96, 1.25)",,0.642,,trend,0.161891033,,trend,C18,Colorectal Cancer
33803340,33803340.1.1,,X15650,Metabolon,N1-Methyladenosine,N1-Methyladenosine,,,Odds Ratio,1.1,,"(0.96, 1.25)",,0.638,,trend,0.159623402,,trend,C18,Colorectal Cancer
33803340,33803340.1.1,,X15749,Metabolon,3-Phenylpropionate (Hydrocinnamate),3-Phenylpropionate (Hydrocinnamate),,,Odds Ratio,1.02,,"(0.9, 1.15)",,0.941,,trend,0.803576861,,trend,C18,Colorectal Cancer
33803340,33803340.1.1,,X15140,Metabolon,Kynurenine,Kynurenine,,,Odds Ratio,1.1,,"(0.97, 1.25)",,0.594,,trend,0.119311146,,trend,C18,Colorectal Cancer
33803340,33803340.1.1,,X15667,Metabolon,2-Isopropylmalate,2-Isopropylmalate,,,Odds Ratio,0.93,,"(0.82, 1.05)",,0.665,,trend,0.227189637,,trend,C18,Colorectal Cancer
33803340,33803340.1.1,,X44656,Metabolon,Isovalerate (I5:0),Isovalerate (I5:0),,,Odds Ratio,1.08,,"(0.95, 1.22)",,0.672,,trend,0.251872036,,trend,C18,Colorectal Cancer
33803340,33803340.1.1,,X22036,Metabolon,2-Hydroxyoctanoate,2-Hydroxyoctanoate,,,Odds Ratio,0.96,,"(0.84, 1.08)",,0.82,,trend,0.493434527,,trend,C18,Colorectal Cancer
33803340,33803340.1.1,,X20699,Metabolon,Erythritol,Erythritol,,,Odds Ratio,0.94,,"(0.82, 1.07)",,0.758,,trend,0.357594592,,trend,C18,Colorectal Cancer
33803340,33803340.1.1,,X21049,Metabolon,"1,6-Anhydroglucose","1,6-Anhydroglucose",,,Odds Ratio,0.96,,"(0.84, 1.09)",,0.82,,trend,0.498554104,,trend,C18,Colorectal Cancer
33803340,33803340.1.1,,X31536,Metabolon,N-(2-Furoyl)Glycine,N-(2-Furoyl)Glycine,,,Odds Ratio,1.05,,"(0.92, 1.19)",,0.819,,trend,0.474494735,,trend,C18,Colorectal Cancer
33803340,33803340.1.1,,X33936,Metabolon,Octanoylcarnitine (C8),Octanoylcarnitine (C8),,,Odds Ratio,1.09,,"(0.96, 1.23)",,0.648,,trend,0.196856653,,trend,C18,Colorectal Cancer
33803340,33803340.1.1,,X33941,Metabolon,Decanoylcarnitine (C10),Decanoylcarnitine (C10),,,Odds Ratio,1.08,,"(0.95, 1.23)",,0.655,,trend,0.21083613,,trend,C18,Colorectal Cancer
33803340,33803340.1.1,,X33950,Metabolon,N-Acetylphenylalanine,N-Acetylphenylalanine,,,Odds Ratio,0.95,,"(0.84, 1.08)",,0.806,,trend,0.434068784,,trend,C18,Colorectal Cancer
33803340,33803340.1.1,,X33972,Metabolon,10-Nonadecenoate (19:1N9),10-Nonadecenoate (19:1N9),,,Odds Ratio,1.08,,"(0.95, 1.23)",,0.662,,trend,0.219412469,,trend,C18,Colorectal Cancer
33803340,33803340.1.1,,X36103,Metabolon,P-Cresol Sulfate,P-Cresol Sulfate,,,Odds Ratio,1.04,,"(0.92, 1.18)",,0.831,,trend,0.536542386,,trend,C18,Colorectal Cancer
33803340,33803340.1.1,,X46173,Metabolon,Aconitate [Cis Or Trans],Aconitate [Cis Or Trans],,,Odds Ratio,1.1,,"(0.96, 1.25)",,0.646,,trend,0.179019707,,trend,C18,Colorectal Cancer
33803340,33803340.1.1,,X36600,Metabolon,1-Linoleoyl-Gpe (18:2),1-Linoleoyl-Gpe (18:2),,,Odds Ratio,1.05,,"(0.93, 1.2)",,0.791,,trend,0.415322503,,trend,C18,Colorectal Cancer
33803340,33803340.1.1,,X46957,Metabolon,Gulonate,Gulonate,,,Odds Ratio,0.95,,"(0.84, 1.08)",,0.806,,trend,0.435713618,,trend,C18,Colorectal Cancer
33803340,33803340.1.1,,X36754,Metabolon,Octadecanedioate (C18-Dc),Octadecanedioate (C18-Dc),,,Odds Ratio,0.94,,"(0.83, 1.07)",,0.753,,trend,0.350569401,,trend,C18,Colorectal Cancer
33803340,33803340.1.1,,X38127,Metabolon,S-Methylmethionine,S-Methylmethionine,,,Odds Ratio,0.93,,"(0.82, 1.05)",,0.672,,trend,0.247755507,,trend,C18,Colorectal Cancer
33803340,33803340.1.1,,X38178,Metabolon,Cis-4-Decenoylcarnitine (C10:1),Cis-4-Decenoylcarnitine (C10:1),,,Odds Ratio,1.08,,"(0.96, 1.22)",,0.651,,trend,0.20023792,,trend,C18,Colorectal Cancer
33803340,33803340.1.1,,X40499,Metabolon,4-Hydroxyglutamate,4-Hydroxyglutamate,,,Odds Ratio,0.99,,"(0.88, 1.12)",,0.972,,trend,0.891478124,,trend,C18,Colorectal Cancer
33803340,33803340.1.1,,X40006,Metabolon,N-Methylhydantoin,N-Methylhydantoin,,,Odds Ratio,1.05,,"(0.92, 1.18)",,0.82,,trend,0.48147021,,trend,C18,Colorectal Cancer
33803340,33803340.1.1,,X62278,Metabolon,Histidine Betaine (Hercynine),Histidine Betaine (Hercynine),,,Odds Ratio,1.05,,"(0.92, 1.2)",,0.819,,trend,0.471999589,,trend,C18,Colorectal Cancer
33803340,33803340.1.1,,X45404,Metabolon,N-Acetylalliin,N-Acetylalliin,,,Odds Ratio,0.94,,"(0.83, 1.07)",,0.76,,trend,0.362733122,,trend,C18,Colorectal Cancer
33803340,33803340.1.1,,X47403,Metabolon,17Alpha-Hydroxypregnanolone Glucuronide,17Alpha-Hydroxypregnanolone Glucuronide,,,Odds Ratio,0.96,,"(0.84, 1.1)",,0.838,,trend,0.542648025,,trend,C18,Colorectal Cancer
33803340,33803340.1.1,,X61775,Metabolon,Nonanoylcarnitine (C9),Nonanoylcarnitine (C9),,,Odds Ratio,1.09,,"(0.96, 1.24)",,0.646,,trend,0.182956824,,trend,C18,Colorectal Cancer
33803340,33803340.1.1,,X52281,Metabolon,2-Hydroxybutyrate/2-Hydroxyisobutyrate,2-Hydroxybutyrate/2-Hydroxyisobutyrate,,,Odds Ratio,1.12,,"(0.98, 1.26)",,0.523,,trend,0.086698593,,trend,C18,Colorectal Cancer
33803340,33803340.1.1,,X52437,Metabolon,"Sphingomyelin (D18:2/24:1, D18:1/24:2)","Sphingomyelin (D18:2/24:1, D18:1/24:2)",,,Odds Ratio,1.05,,"(0.92, 1.2)",,0.819,,trend,0.468716491,,trend,C18,Colorectal Cancer
33803340,33803340.1.1,,X52470,Metabolon,1-Palmitoyl-2-Palmitoleoyl-Gpc (16:0/16:1),1-Palmitoyl-2-Palmitoleoyl-Gpc (16:0/16:1),,,Odds Ratio,0.97,,"(0.85, 1.09)",,0.857,,trend,0.576780925,,trend,C18,Colorectal Cancer
33803340,33803340.1.1,,X57365,Metabolon,Myristoyl Dihydrosphingomyelin (D18:0/14:0),Myristoyl Dihydrosphingomyelin (D18:0/14:0),,,Odds Ratio,1.07,,"(0.94, 1.22)",,0.701,,trend,0.283144294,,trend,C18,Colorectal Cancer
33803340,33803340.1.1,,X53254,Metabolon,Caffeic Acid Sulfate,Caffeic Acid Sulfate,,,Odds Ratio,1.06,,"(0.93, 1.2)",,0.763,,trend,0.372238443,,trend,C18,Colorectal Cancer
33803340,33803340.1.1,,X57434,Metabolon,"Ceramide (D18:1/17:0, D17:1/18:0)","Ceramide (D18:1/17:0, D17:1/18:0)",,,Odds Ratio,1.12,,"(0.97, 1.28)",,0.597,,trend,0.122002257,,trend,C18,Colorectal Cancer
33803340,33803340.1.1,,X57513,Metabolon,Arachidoylcarnitine (C20),Arachidoylcarnitine (C20),,,Odds Ratio,1.07,,"(0.94, 1.22)",,0.727,,trend,0.309002496,,trend,C18,Colorectal Cancer
33803340,33803340.1.1,,X61881,Metabolon,Glucuronide Of C10H18O2 (1),Glucuronide Of C10H18O2 (1),,,Odds Ratio,1.02,,"(0.9, 1.15)",,0.926,,trend,0.729568194,,trend,C18,Colorectal Cancer
33803340,33803340.1.1,,X62291,Metabolon,Glucuronide Of Piperine Metabolite C17H21No3 (4),Glucuronide Of Piperine Metabolite C17H21No3 (4),,,Odds Ratio,1.06,,"(0.94, 1.2)",,0.741,,trend,0.335848388,,trend,C18,Colorectal Cancer
33803340,33803340.1.1,,X62295,Metabolon,Sulfate Of Piperine Metabolite C16H19No3 (2),Sulfate Of Piperine Metabolite C16H19No3 (2),,,Odds Ratio,0.96,,"(0.84, 1.08)",,0.82,,trend,0.482921724,,trend,C18,Colorectal Cancer
33803340,33803340.1.1,,X62526,Metabolon,Lithocholate Sulfate (1),Lithocholate Sulfate (1),,,Odds Ratio,1.08,,"(0.95, 1.23)",,0.667,,trend,0.233187502,,trend,C18,Colorectal Cancer
33803340,33803340.1.1,,X63616,Metabolon,"Branched-Chain, Straight-Chain, Or Cyclopropyl 10:1 Fatty Acid (2)","Branched-Chain, Straight-Chain, Or Cyclopropyl 10:1 Fatty Acid (2)",,,Odds Ratio,1.05,,"(0.92, 1.19)",,0.819,,trend,0.476020497,,trend,C18,Colorectal Cancer
33803340,33803340.1.1,,X52749,Metabolon,Indoxyl Glucuronide,Indoxyl Glucuronide,,,Odds Ratio,1.05,,"(0.93, 1.19)",,0.784,,trend,0.402946411,,trend,C18,Colorectal Cancer
33803340,33803340.1.1,,X63,Metabolon,Cholesterol,Cholesterol,,,Odds Ratio,1.08,,"(0.95, 1.23)",,0.672,,trend,0.247158655,,trend,C18,Colorectal Cancer
33803340,33803340.1.1,,X61862,Metabolon,Hexadecenedioate (C16:1-Dc),Hexadecenedioate (C16:1-Dc),,,Odds Ratio,1.05,,"(0.93, 1.19)",,0.806,,trend,0.430516051,,trend,C18,Colorectal Cancer
33803340,33803340.1.1,,X1336,Metabolon,Palmitate (16:0),Palmitate (16:0),,,Odds Ratio,1.08,,"(0.95, 1.23)",,0.669,,trend,0.236751422,,trend,C18,Colorectal Cancer
33803340,33803340.1.1,,X1444,Metabolon,Pipecolate,Pipecolate,,,Odds Ratio,1.04,,"(0.92, 1.18)",,0.831,,trend,0.535142096,,trend,C18,Colorectal Cancer
33803340,33803340.1.1,,X63436,Metabolon,(2 Or 3)-Decenoate (10:1N7 Or N8),(2 Or 3)-Decenoate (10:1N7 Or N8),,,Odds Ratio,1.06,,"(0.94, 1.2)",,0.755,,trend,0.352966821,,trend,C18,Colorectal Cancer
33803340,33803340.1.1,,X44872,Metabolon,Gamma-Glutamylmethionine,Gamma-Glutamylmethionine,,,Odds Ratio,1.01,,"(0.9, 1.15)",,0.949,,trend,0.81961344,,trend,C18,Colorectal Cancer
33803340,33803340.1.1,,X18368,Metabolon,"Cys-Gly, Oxidized","Cys-Gly, Oxidized",,,Odds Ratio,1.08,,"(0.95, 1.22)",,0.672,,trend,0.242711281,,trend,C18,Colorectal Cancer
33803340,33803340.1.1,,X35678,Metabolon,Hexadecanedioate (C16-Dc),Hexadecanedioate (C16-Dc),,,Odds Ratio,1.04,,"(0.92, 1.19)",,0.82,,trend,0.50052949,,trend,C18,Colorectal Cancer
33803340,33803340.1.1,,X35718,Metabolon,Dihomo-Linolenate (20:3N3 Or N6),Dihomo-Linolenate (20:3N3 Or N6),,,Odds Ratio,1.08,,"(0.95, 1.22)",,0.672,,trend,0.240485631,,trend,C18,Colorectal Cancer
33803340,33803340.1.1,,X37187,Metabolon,"5Alpha-Androstan-3Beta,17Alpha-Diol Disulfate","5Alpha-Androstan-3Beta,17Alpha-Diol Disulfate",,,Odds Ratio,1.04,,"(0.9, 1.2)",,0.857,,trend,0.57726635,,trend,C18,Colorectal Cancer
33803340,33803340.1.1,,X48454,Metabolon,Syringol Sulfate,Syringol Sulfate,,,Odds Ratio,0.96,,"(0.85, 1.08)",,0.82,,trend,0.494895371,,trend,C18,Colorectal Cancer
33803340,33803340.1.1,,X62299,Metabolon,Sulfate Of Piperine Metabolite C18H21No3 (3),Sulfate Of Piperine Metabolite C18H21No3 (3),,,Odds Ratio,0.95,,"(0.84, 1.08)",,0.808,,trend,0.451439635,,trend,C18,Colorectal Cancer
33803340,33803340.1.1,,X53263,Metabolon,Docosahexaenoylcholine,Docosahexaenoylcholine,,,Odds Ratio,0.91,,"(0.79, 1.05)",,0.648,,trend,0.188524037,,trend,C18,Colorectal Cancer
33803340,33803340.1.1,,X531,Metabolon,3-Hydroxy-3-Methylglutarate,3-Hydroxy-3-Methylglutarate,,,Odds Ratio,1.06,,"(0.94, 1.2)",,0.741,,trend,0.338091573,,trend,C18,Colorectal Cancer
33803340,33803340.1.1,,X1899,Metabolon,Quinolinate,Quinolinate,,,Odds Ratio,1.09,,"(0.96, 1.24)",,0.646,,trend,0.173803767,,trend,C18,Colorectal Cancer
33803340,33803340.1.1,,X2829,Metabolon,N-Formylmethionine,N-Formylmethionine,,,Odds Ratio,1.08,,"(0.95, 1.23)",,0.667,,trend,0.232145912,,trend,C18,Colorectal Cancer
33803340,33803340.1.1,,X59,Metabolon,Histidine,Histidine,,,Odds Ratio,1.02,,"(0.9, 1.15)",,0.938,,trend,0.798313466,,trend,C18,Colorectal Cancer
33803340,33803340.1.1,,X33983,Metabolon,Tauro-Beta-Muricholate,Tauro-Beta-Muricholate,,,Odds Ratio,1.06,,"(0.93, 1.19)",,0.778,,trend,0.394350352,,trend,C18,Colorectal Cancer
33803340,33803340.1.1,,X61868,Metabolon,1-Ribosyl-Imidazoleacetate,1-Ribosyl-Imidazoleacetate,,,Odds Ratio,0.93,,"(0.82, 1.05)",,0.673,,trend,0.255772289,,trend,C18,Colorectal Cancer
33803340,33803340.1.1,,X37200,Metabolon,"5Alpha-Pregnan-3Beta,20Alpha-Diol Monosulfate (2)","5Alpha-Pregnan-3Beta,20Alpha-Diol Monosulfate (2)",,,Odds Ratio,1.04,,"(0.91, 1.18)",,0.862,,trend,0.585786232,,trend,C18,Colorectal Cancer
33803340,33803340.1.1,,X63061,Metabolon,Pantoate,Pantoate,,,Odds Ratio,1.02,,"(0.9, 1.15)",,0.931,,trend,0.756400847,,trend,C18,Colorectal Cancer
33803340,33803340.1.1,,X52689,Metabolon,1-(1-Enyl-Palmitoyl)-2-Arachidonoyl-Gpc (P-16:0/20:4),1-(1-Enyl-Palmitoyl)-2-Arachidonoyl-Gpc (P-16:0/20:4),,,Odds Ratio,0.96,,"(0.85, 1.08)",,0.82,,trend,0.499448168,,trend,C18,Colorectal Cancer
33803340,33803340.1.1,,X54885,Metabolon,1-Linoleoyl-Gpg (18:2),1-Linoleoyl-Gpg (18:2),,,Odds Ratio,1.06,,"(0.93, 1.2)",,0.763,,trend,0.370685576,,trend,C18,Colorectal Cancer
33803340,33803340.1.1,,X62959,Metabolon,"Hydroxy-N6,N6,N6-Trimethyllysine","Hydroxy-N6,N6,N6-Trimethyllysine",,,Odds Ratio,0.96,,"(0.85, 1.1)",,0.856,,trend,0.570052632,,trend,C18,Colorectal Cancer
33803340,33803340.1.1,,X1898,Metabolon,Proline,Proline,,,Odds Ratio,1.06,,"(0.94, 1.2)",,0.753,,trend,0.349565798,,trend,C18,Colorectal Cancer
33803340,33803340.1.1,,X39730,Metabolon,N-Stearoyltaurine,N-Stearoyltaurine,,,Odds Ratio,1.08,,"(0.95, 1.23)",,0.662,,trend,0.223844689,,trend,C18,Colorectal Cancer
33803340,33803340.1.1,,X57652,Metabolon,Hexadecadienoate (16:2N6),Hexadecadienoate (16:2N6),,,Odds Ratio,1.08,,"(0.95, 1.23)",,0.667,,trend,0.231849759,,trend,C18,Colorectal Cancer
33803340,33803340.1.1,,X63264,Metabolon,Pentose Acid,Pentose Acid,,,Odds Ratio,0.91,,"(0.8, 1.03)",,0.617,,trend,0.140001347,,trend,C18,Colorectal Cancer
33803340,33803340.1.1,,X48152,Metabolon,Glucose,Glucose,,,Odds Ratio,1.09,,"(0.96, 1.23)",,0.648,,trend,0.191865288,,trend,C18,Colorectal Cancer
33803340,33803340.1.1,,X1519,Metabolon,Sucrose,Sucrose,,,Odds Ratio,0.95,,"(0.84, 1.07)",,0.775,,trend,0.390788372,,trend,C18,Colorectal Cancer
33803340,33803340.1.1,,X57709,Metabolon,Fibrinopeptide A,Fibrinopeptide A,,,Odds Ratio,0.95,,"(0.83, 1.08)",,0.781,,trend,0.400203058,,trend,C18,Colorectal Cancer
33803340,33803340.1.1,,X1572,Metabolon,Glycerate,Glycerate,,,Odds Ratio,1,,"(0.89, 1.14)",,0.993,,trend,0.955679215,,trend,C18,Colorectal Cancer
33803340,33803340.1.1,,X1126,Metabolon,Alanine,Alanine,,,Odds Ratio,1.07,,"(0.94, 1.21)",,0.741,,trend,0.320648703,,trend,C18,Colorectal Cancer
33803340,33803340.1.1,,X33973,Metabolon,Epiandrosterone Sulfate,Epiandrosterone Sulfate,,,Odds Ratio,1.02,,"(0.89, 1.18)",,0.931,,trend,0.758874672,,trend,C18,Colorectal Cancer
33803340,33803340.1.1,,X37097,Metabolon,Tryptophan Betaine,Tryptophan Betaine,,,Odds Ratio,0.96,,"(0.85, 1.07)",,0.807,,trend,0.443390643,,trend,C18,Colorectal Cancer
33803340,33803340.1.1,,X52716,Metabolon,1-(1-Enyl-Palmitoyl)-2-Palmitoyl-Gpc (P-16:0/16:0),1-(1-Enyl-Palmitoyl)-2-Palmitoyl-Gpc (P-16:0/16:0),,,Odds Ratio,0.93,,"(0.82, 1.06)",,0.695,,trend,0.277795148,,trend,C18,Colorectal Cancer
33803340,33803340.1.1,,X63678,Metabolon,Succinoyltaurine,Succinoyltaurine,,,Odds Ratio,0.95,,"(0.82, 1.09)",,0.808,,trend,0.450879835,,trend,C18,Colorectal Cancer
