pmid,analytic_method,experiment_name,biomarker_id,biomarker_long_name,biomarker_short_name,original_name,original_value,association_name,association_value,association_unit,X95..CI,se,association_p_value_unit...15,association_p_value,association_p_value_qualifier,association_p_value_unit...18,association_n_value...analysis_n_value.in.Analytic_Methods_Table.,concept_id,concept_id_description
36737450,36737450.1.1,Nightingale,NA,Albumin,Alb,Beta Coefficient,-0.1521443,NA,0.85886431,NA,"(0.77, 0.95)",0.05255291,NA,0.00379075,NA,NA,117811,C15,Esophageal Cancer
36737450,36737450.1.1,Nightingale,NA,Extremely large VLDL ratio,XXL-VLDL-TG,Beta Coefficient,0.1918506,NA,1.2114895,NA,"(1.06, 1.38)",0.06627257,NA,0.00379314,NA,NA,110450,C15,Esophageal Cancer
36737450,36737450.1.1,Nightingale,NA,Medium LDL Cholesterol ratio,M-LDL-PL,Beta Coefficient,-0.1914143,NA,0.82579036,NA,"(0.73, 0.94)",0.06612278,NA,0.00379362,NA,NA,118005,C22,Liver Cancer
36737450,36737450.1.1,Nightingale,NA,IDL ratio,IDL-PL,Beta Coefficient,-0.0575716,NA,0.94405426,NA,"(0.91, 0.98)",0.0198984,NA,0.00381241,NA,NA,53482,C61,Prostate Cancer
36737450,36737450.1.1,Nightingale,NA,Large LDL Cholesterol ratio,L-LDL-FC,Beta Coefficient,-0.2666471,NA,0.76594333,NA,"(0.64, 0.92)",0.09218763,NA,0.00382263,NA,NA,117794,C17,Small Intestine Cancer
36737450,36737450.1.1,Nightingale,NA,Very Large HDL Cholesterol,XL-HDL-FC,Beta Coefficient,-0.0948198,NA,0.90953679,NA,"(0.85, 0.97)",0.03281825,NA,0.00386173,NA,NA,117381,C18,Colon Cancer
36737450,36737450.1.1,Nightingale,NA,HDL Cholesterol,non-HDL-C,Beta Coefficient,-0.0843283,NA,0.91912946,NA,"(0.87, 0.97)",0.02920052,NA,0.00387818,NA,NA,117719,C18,Colon Cancer
36737450,36737450.1.1,Nightingale,NA,Large HDL Cholesterol ratio,L-HDL-PL,Beta Coefficient,0.28357052,NA,1.32786251,NA,"(1.1, 1.61)",0.0983199,NA,0.00392457,NA,NA,117612,C17,Small Intestine Cancer
36737450,36737450.1.1,Nightingale,NA,Small HDL Cholesterol,S-HDL-CE,Beta Coefficient,-0.1539597,NA,0.85730658,NA,"(0.77, 0.95)",0.05343836,NA,0.00396327,NA,NA,117876,C64,Kidney Cancer
36737450,36737450.1.1,Nightingale,NA,Medium HDL Cholesterol,M-HDL-PL,Beta Coefficient,-0.166949,NA,0.84624273,NA,"(0.76, 0.95)",0.05814092,NA,0.00408587,NA,NA,117888,C64,Kidney Cancer
36737450,36737450.1.1,Nightingale,NA,IDL ratio,IDL-C,Beta Coefficient,-0.1336415,NA,0.87490363,NA,"(0.8, 0.96)",0.04657927,NA,0.00411615,NA,NA,63707,C54,Endometrial Cancer
36737450,36737450.1.1,Nightingale,NA,Medium VLDL Cholesterol,M-VLDL-C,Beta Coefficient,-0.1530042,NA,0.85812608,NA,"(0.77, 0.95)",0.05332989,NA,0.00411753,NA,NA,117916,C64,Kidney Cancer
36737450,36737450.1.1,Nightingale,NA,IDL Free Cholesterol,IDL-FC,Beta Coefficient,-0.3231239,NA,0.72388417,NA,"(0.58, 0.9)",0.11273504,NA,0.004154,NA,NA,118024,C17,Small Intestine Cancer
36737450,36737450.1.1,Nightingale,NA,Lactate,Lactate,Beta Coefficient,-0.182505,NA,0.83318049,NA,"(0.74, 0.94)",0.06368538,NA,0.00416051,NA,NA,117633,C90,Multiple Myeloma
36737450,36737450.1.1,Nightingale,NA,Large LDL Cholesterol,L-LDL-L,Beta Coefficient,-0.0843791,NA,0.91908279,NA,"(0.87, 0.97)",0.0294711,NA,0.00419502,NA,NA,117710,C18,Colon Cancer
36737450,36737450.1.1,Nightingale,NA,Large VLDL ratio,L-VLDL-C,Beta Coefficient,-0.2654466,NA,0.76686338,NA,"(0.64, 0.92)",0.09277273,NA,0.00421965,NA,NA,117875,C17,Small Intestine Cancer
36737450,36737450.1.1,Nightingale,NA,Glycoprotein acetyls,Glycoprotein acetyls,Beta Coefficient,0.15654187,NA,1.16945972,NA,"(1.05, 1.3)",0.05475552,NA,0.00425081,NA,NA,117971,C15,Esophageal Cancer
36737450,36737450.1.1,Nightingale,NA,Large VLDL ratio,L-VLDL-PL,Beta Coefficient,0.17490187,NA,1.19112933,NA,"(1.06, 1.34)",0.06117957,NA,0.00425209,NA,NA,60910,C54,Endometrial Cancer
36737450,36737450.1.1,Nightingale,NA,Small HDL Cholesterol,S-HDL-P,Beta Coefficient,-0.154786,NA,0.85659849,NA,"(0.77, 0.95)",0.05417025,NA,0.00427129,NA,NA,117876,C64,Kidney Cancer
36737450,36737450.1.1,Nightingale,NA,Total-L,Total-L,Beta Coefficient,-0.1501698,NA,0.86056184,NA,"(0.78, 0.95)",0.05257112,NA,0.0042833,NA,NA,63733,C54,Endometrial Cancer
36737450,36737450.1.1,Nightingale,NA,Small HDL Cholesterol,S-HDL-FC,Beta Coefficient,-0.2029804,NA,0.81629426,NA,"(0.71, 0.94)",0.07111919,NA,0.00431607,NA,NA,117964,C22,Liver Cancer
36737450,36737450.1.1,Nightingale,NA,Large HDL Cholesterol,L-HDL-C,Beta Coefficient,-0.1836424,NA,0.83223338,NA,"(0.73, 0.94)",0.06437692,NA,0.00433615,NA,NA,117905,C64,Kidney Cancer
36737450,36737450.1.1,Nightingale,NA,Very small VLDL Cholesteryl Esters,XS-VLDL-CE,Beta Coefficient,-0.1565628,NA,0.85507781,NA,"(0.77, 0.95)",0.05490529,NA,0.00435125,NA,NA,117917,C64,Kidney Cancer
36737450,36737450.1.1,Nightingale,NA,Large VLDL ratio,L-VLDL-CE,Beta Coefficient,-0.1355602,NA,0.87322656,NA,"(0.8, 0.96)",0.0476052,NA,0.00440512,NA,NA,63701,C54,Endometrial Cancer
36737450,36737450.1.1,Nightingale,NA,Large HDL Cholesterol,L-HDL-CE,Beta Coefficient,-0.1835627,NA,0.83229967,NA,"(0.73, 0.94)",0.06451431,NA,0.00443693,NA,NA,117908,C64,Kidney Cancer
36737450,36737450.1.1,Nightingale,NA,IDL Particle concentration,IDL-P,Beta Coefficient,-0.0853365,NA,0.91820324,NA,"(0.87, 0.97)",0.03006392,NA,0.00453257,NA,NA,117725,C18,Colon Cancer
36737450,36737450.1.1,Nightingale,NA,Large LDL Cholesterol,L-LDL-CE,Beta Coefficient,-0.0842341,NA,0.919216,NA,"(0.87, 0.97)",0.02967697,NA,0.0045345,NA,NA,117704,C18,Colon Cancer
36737450,36737450.1.1,Nightingale,NA,Very Large HDL Cholesterol,XL-HDL-CE,Beta Coefficient,-0.0969,NA,0.90764672,NA,"(0.85, 0.97)",0.03416651,NA,0.00456664,NA,NA,117549,C18,Colon Cancer
36737450,36737450.1.1,Nightingale,NA,Omega-6  ratio,Omega-6,Beta Coefficient,-0.138028,NA,0.87107426,NA,"(0.79, 0.96)",0.04869084,NA,0.00458566,NA,NA,63710,C54,Endometrial Cancer
36737450,36737450.1.1,Nightingale,NA,Glucose,Glucose,Beta Coefficient,0.30994127,NA,1.36334504,NA,"(1.1, 1.69)",0.10940935,NA,0.00461337,NA,NA,115978,C17,Small Intestine Cancer
36737450,36737450.1.1,Nightingale,NA,Small LDL Cholesterol ratio,S-LDL-PL,Beta Coefficient,-0.1749302,NA,0.83951565,NA,"(0.74, 0.95)",0.0617564,NA,0.00461735,NA,NA,117931,C90,Multiple Myeloma
36737450,36737450.1.1,Nightingale,NA,Medium VLDL Particle concentration,M-VLDL-P,Beta Coefficient,-0.2018177,NA,0.81724389,NA,"(0.71, 0.94)",0.07126673,NA,0.00462775,NA,NA,118010,C22,Liver Cancer
36737450,36737450.1.1,Nightingale,NA,Alanine,Alanine,Beta Coefficient,-0.1822644,NA,0.83338095,NA,"(0.73, 0.95)",0.06437697,NA,0.00463729,NA,NA,117946,C90,Multiple Myeloma
36737450,36737450.1.1,Nightingale,NA,Small HDL Cholesterol,S-HDL-P,Beta Coefficient,-0.163744,NA,0.84895931,NA,"(0.76, 0.95)",0.05785309,NA,0.00464983,NA,NA,63788,C56,Ovarian Cancer
36737450,36737450.1.1,Nightingale,NA,LDL Cholesterol,LDL-C,Beta Coefficient,-0.0828251,NA,0.9205121,NA,"(0.87, 0.97)",0.02928677,NA,0.00468291,NA,NA,117715,C18,Colon Cancer
36737450,36737450.1.1,Nightingale,NA,Small LDL Cholesterol ratio,S-LDL-TG,Beta Coefficient,0.08368784,NA,1.08728943,NA,"(1.03, 1.15)",0.02963186,NA,0.00473911,NA,NA,117161,C18,Colon Cancer
36737450,36737450.1.1,Nightingale,NA,Small HDL Cholesterol,S-HDL-C,Beta Coefficient,-0.1760356,NA,0.83858813,NA,"(0.74, 0.95)",0.0623393,NA,0.00474535,NA,NA,117933,C90,Multiple Myeloma
36737450,36737450.1.1,Nightingale,NA,Large HDL Cholesterol ratio,L-HDL-FC,Beta Coefficient,-0.1320239,NA,0.87632006,NA,"(0.8, 0.96)",0.04675602,NA,0.00474762,NA,NA,116886,C64,Kidney Cancer
36737450,36737450.1.1,Nightingale,NA,NA Cholesterol,Remnant-C,Beta Coefficient,-0.0830379,NA,0.92031627,NA,"(0.87, 0.98)",0.0294613,NA,0.00482425,NA,NA,117718,C18,Colon Cancer
36737450,36737450.1.1,Nightingale,NA,Small LDL Cholesterol ratio,S-LDL-C,Beta Coefficient,-0.2640091,NA,0.76796658,NA,"(0.64, 0.92)",0.09371565,NA,0.00484551,NA,NA,117820,C17,Small Intestine Cancer
36737450,36737450.1.1,Nightingale,NA,Large LDL Cholesterol,L-LDL-FC,Beta Coefficient,-0.3128651,NA,0.73134856,NA,"(0.59, 0.91)",0.11108936,NA,0.00485747,NA,NA,118014,C17,Small Intestine Cancer
36737450,36737450.1.1,Nightingale,NA,NA Cholesterol,Remnant-C,Beta Coefficient,-0.1852175,NA,0.83092355,NA,"(0.73, 0.95)",0.06603378,NA,0.00503338,NA,NA,118016,C22,Liver Cancer
36737450,36737450.1.1,Nightingale,NA,Medium LDL Cholesterol ratio,M-LDL-C,Beta Coefficient,-0.260885,NA,0.77036951,NA,"(0.64, 0.92)",0.09309262,NA,0.00507202,NA,NA,117437,C17,Small Intestine Cancer
36737450,36737450.1.1,Nightingale,NA,Small HDL Cholesterol,S-HDL-P,Beta Coefficient,-0.176544,NA,0.83816192,NA,"(0.74, 0.95)",0.06304859,NA,0.00510828,NA,NA,117935,C90,Multiple Myeloma
36737450,36737450.1.1,Nightingale,NA,Medium LDL Cholesterol,M-LDL-C,Beta Coefficient,-0.1471258,NA,0.86318535,NA,"(0.78, 0.96)",0.05254438,NA,0.00510979,NA,NA,117917,C64,Kidney Cancer
36737450,36737450.1.1,Nightingale,NA,Large VLDL ratio,L-VLDL-FC,Beta Coefficient,0.21290681,NA,1.23726935,NA,"(1.07, 1.44)",0.07608619,NA,0.00513832,NA,NA,116743,C22,Liver Cancer
36737450,36737450.1.1,Nightingale,NA,Medium LDL Cholesterol ratio,M-LDL-TG,Beta Coefficient,-0.0583185,NA,0.94334945,NA,"(0.91, 0.98)",0.02086081,NA,0.00518033,NA,NA,53057,C61,Prostate Cancer
36737450,36737450.1.1,Nightingale,NA,Very small VLDL ratio,XS-VLDL-C,Beta Coefficient,0.05737122,NA,1.05904888,NA,"(1.02, 1.1)",0.02054293,NA,0.00522624,NA,NA,53489,C61,Prostate Cancer
36737450,36737450.1.1,Nightingale,NA,Large HDL Cholesterol,L-HDL-P,Beta Coefficient,-0.1861975,NA,0.83010961,NA,"(0.73, 0.95)",0.06675265,NA,0.00528115,NA,NA,117901,C64,Kidney Cancer
36737450,36737450.1.1,Nightingale,NA,Very large VLDL ratio,XL-VLDL-FC,Beta Coefficient,-0.300527,NA,0.74042792,NA,"(0.6, 0.91)",0.10774982,NA,0.00528518,NA,NA,116199,C17,Small Intestine Cancer
36737450,36737450.1.1,Nightingale,NA,Extremely large VLDL Free Cholesterol,XXL-VLDL-FC,Beta Coefficient,0.14264516,NA,1.15332049,NA,"(1.04, 1.28)",0.05119441,NA,0.00533065,NA,NA,117870,C15,Esophageal Cancer
36737450,36737450.1.1,Nightingale,NA,Very large VLDL ratio,XL-VLDL-C,Beta Coefficient,-0.1638045,NA,0.84890796,NA,"(0.76, 0.95)",0.05901966,NA,0.005513,NA,NA,116399,C15,Esophageal Cancer
36737450,36737450.1.1,Nightingale,NA,Very large VLDL Particle concentration,XL-VLDL-P,Beta Coefficient,0.13244761,NA,1.14161921,NA,"(1.04, 1.25)",0.04772454,NA,0.0055159,NA,NA,63726,C54,Endometrial Cancer
36737450,36737450.1.1,Nightingale,NA,Very large VLDL Phosphoglyceride,XL-VLDL-PL,Beta Coefficient,0.13376568,NA,1.14312493,NA,"(1.04, 1.26)",0.0482127,NA,0.00552883,NA,NA,63733,C54,Endometrial Cancer
36737450,36737450.1.1,Nightingale,NA,Glycoprotein acetyls,Glycoprotein acetyls,Beta Coefficient,0.29902079,NA,1.34853766,NA,"(1.09, 1.67)",0.10778954,NA,0.00553518,NA,NA,118001,C17,Small Intestine Cancer
36737450,36737450.1.1,Nightingale,NA,Small HDL Cholesterol,S-HDL-FC,Beta Coefficient,-0.1504177,NA,0.8603485,NA,"(0.77, 0.96)",0.05425349,NA,0.00556277,NA,NA,63706,C54,Endometrial Cancer
36737450,36737450.1.1,Nightingale,NA,Glycoprotein acetyls,Glycoprotein acetyls,Beta Coefficient,0.16942102,NA,1.18461878,NA,"(1.05, 1.34)",0.06129155,NA,0.00570657,NA,NA,117957,C90,Multiple Myeloma
36737450,36737450.1.1,Nightingale,NA,Small HDL Cholesterol,S-HDL-CE,Beta Coefficient,-0.1712279,NA,0.84262955,NA,"(0.75, 0.95)",0.06194584,NA,0.00570705,NA,NA,117935,C90,Multiple Myeloma
36737450,36737450.1.1,Nightingale,NA,LDL Free Cholesterol,LDL-FC,Beta Coefficient,-0.3018415,NA,0.73945523,NA,"(0.6, 0.92)",0.10924233,NA,0.00572648,NA,NA,118018,C17,Small Intestine Cancer
36737450,36737450.1.1,Nightingale,NA,Total-L,Total-L,Beta Coefficient,-0.182256,NA,0.83338795,NA,"(0.73, 0.95)",0.06607399,NA,0.00580918,NA,NA,118002,C22,Liver Cancer
36737450,36737450.1.1,Nightingale,NA,Small LDL Cholesterol,S-LDL-P,Beta Coefficient,-0.1920759,NA,0.82524422,NA,"(0.72, 0.95)",0.06968586,NA,0.00584574,NA,NA,118015,C22,Liver Cancer
36737450,36737450.1.1,Nightingale,NA,Monounsaturated Fatty Acid ratio,MUFA,Beta Coefficient,0.05700293,NA,1.05865891,NA,"(1.02, 1.1)",0.020706,NA,0.00590579,NA,NA,62346,C50,Breast Cancer
36737450,36737450.1.1,Nightingale,NA,Medium LDL Cholesterol,M-LDL-P,Beta Coefficient,-0.1486946,NA,0.86183227,NA,"(0.78, 0.96)",0.05401347,NA,0.00590668,NA,NA,117916,C64,Kidney Cancer
36737450,36737450.1.1,Nightingale,NA,Small LDL Cholesterol ratio,S-LDL-TG,Beta Coefficient,0.1447198,NA,1.1557157,NA,"(1.04, 1.28)",0.05261251,NA,0.0059473,NA,NA,117424,C15,Esophageal Cancer
36737450,36737450.1.1,Nightingale,NA,Small LDL Cholesterol ratio,S-LDL-TG,Beta Coefficient,-0.0572116,NA,0.9443942,NA,"(0.91, 0.98)",0.02080794,NA,0.00596845,NA,NA,53119,C61,Prostate Cancer
36737450,36737450.1.1,Nightingale,NA,Very large VLDL ratio,XL-VLDL-TG,Beta Coefficient,0.39506907,NA,1.48448672,NA,"(1.12, 1.97)",0.14372225,NA,0.00598071,NA,NA,116664,C17,Small Intestine Cancer
36737450,36737450.1.1,Nightingale,NA,Small VLDL Free Cholesterol,S-VLDL-FC,Beta Coefficient,-0.1926077,NA,0.82480549,NA,"(0.72, 0.95)",0.07014129,NA,0.00603275,NA,NA,118009,C22,Liver Cancer
36737450,36737450.1.1,Nightingale,NA,Medium HDL Cholesterol,M-HDL-CE,Beta Coefficient,-0.2083773,NA,0.81190061,NA,"(0.7, 0.94)",0.07593444,NA,0.00606633,NA,NA,118001,C22,Liver Cancer
36737450,36737450.1.1,Nightingale,NA,Small HDL Cholesterol,S-HDL-C,Beta Coefficient,-0.156584,NA,0.85505972,NA,"(0.76, 0.96)",0.05711299,NA,0.0061131,NA,NA,63785,C56,Ovarian Cancer
36737450,36737450.1.1,Nightingale,NA,Large LDL Cholesterol,L-LDL-P,Beta Coefficient,-0.0824301,NA,0.92087577,NA,"(0.87, 0.98)",0.0301041,NA,0.00617822,NA,NA,117713,C18,Colon Cancer
36737450,36737450.1.1,Nightingale,NA,Medium LDL Cholesterol ratio,M-LDL-FC,Beta Coefficient,0.0578431,NA,1.05954874,NA,"(1.02, 1.1)",0.02114969,NA,0.0062392,NA,NA,53372,C61,Prostate Cancer
36737450,36737450.1.1,Nightingale,NA,DHA  ratio,DHA,Beta Coefficient,-0.1829661,NA,0.83279639,NA,"(0.73, 0.95)",0.0669431,NA,0.00627301,NA,NA,117755,C22,Liver Cancer
36737450,36737450.1.1,Nightingale,NA,Medium HDL Cholesterol ratio,M-HDL-CE,Beta Coefficient,-0.1393224,NA,0.86994752,NA,"(0.79, 0.96)",0.05101136,NA,0.00631036,NA,NA,117969,C15,Esophageal Cancer
36737450,36737450.1.1,Nightingale,NA,Unsaturation,Unsaturation,Beta Coefficient,-0.144111,NA,0.86579163,NA,"(0.78, 0.96)",0.052767,NA,0.00631268,NA,NA,117825,C64,Kidney Cancer
36737450,36737450.1.1,Nightingale,NA,Very small VLDL Cholesteryl Esters,XS-VLDL-CE,Beta Coefficient,-0.3183892,NA,0.72731966,NA,"(0.58, 0.91)",0.11679907,NA,0.00641154,NA,NA,118020,C17,Small Intestine Cancer
36737450,36737450.1.1,Nightingale,NA,Total triglycerides,Total triglycerides,Beta Coefficient,0.13769304,NA,1.14762322,NA,"(1.04, 1.27)",0.05051984,NA,0.00641994,NA,NA,63704,C54,Endometrial Cancer
36737450,36737450.1.1,Nightingale,NA,LDL Cholesterol,LDL-C,Beta Coefficient,-0.1406153,NA,0.86882349,NA,"(0.79, 0.96)",0.05159538,NA,0.0064234,NA,NA,63743,C54,Endometrial Cancer
36737450,36737450.1.1,Nightingale,NA,LDL particle size,LDL particle size,Beta Coefficient,-0.1346095,NA,0.87405719,NA,"(0.79, 0.96)",0.04940619,NA,0.00643898,NA,NA,63752,C54,Endometrial Cancer
36737450,36737450.1.1,Nightingale,NA,Lactate,Lactate,Beta Coefficient,0.14738889,NA,1.15880452,NA,"(1.04, 1.29)",0.05426204,NA,0.00660274,NA,NA,63551,C54,Endometrial Cancer
36737450,36737450.1.1,Nightingale,NA,IDL Phosphoglyceride,IDL-PL,Beta Coefficient,-0.3108632,NA,0.73281412,NA,"(0.59, 0.92)",0.11461583,NA,0.00668345,NA,NA,118018,C17,Small Intestine Cancer
36737450,36737450.1.1,Nightingale,NA,Large VLDL ratio,L-VLDL-TG,Beta Coefficient,0.08262015,NA,1.08612917,NA,"(1.02, 1.15)",0.03053688,NA,0.00681839,NA,NA,116612,C18,Colon Cancer
36737450,36737450.1.1,Nightingale,NA,Small LDL Cholesterol,S-LDL-C,Beta Coefficient,-0.1429782,NA,0.86677299,NA,"(0.78, 0.96)",0.05293395,NA,0.00691173,NA,NA,117917,C64,Kidney Cancer
36737450,36737450.1.1,Nightingale,NA,HDL Cholesterol,HDL-C,Beta Coefficient,-0.2117962,NA,0.80912954,NA,"(0.69, 0.94)",0.07842067,NA,0.00691791,NA,NA,118004,C22,Liver Cancer
36737450,36737450.1.1,Nightingale,NA,Small LDL Cholesterol,S-LDL-FC,Beta Coefficient,-0.079422,NA,0.92365006,NA,"(0.87, 0.98)",0.02943887,NA,0.00697863,NA,NA,117725,C18,Colon Cancer
36737450,36737450.1.1,Nightingale,NA,Lactate,Lactate,Beta Coefficient,0.14973752,NA,1.16152932,NA,"(1.04, 1.3)",0.05552048,NA,0.00699719,NA,NA,117573,C64,Kidney Cancer
36737450,36737450.1.1,Nightingale,NA,Very large VLDL ratio,XL-VLDL-TG,Beta Coefficient,0.05837634,NA,1.06011388,NA,"(1.02, 1.11)",0.02168178,NA,0.00709367,NA,NA,61298,C50,Breast Cancer
36737450,36737450.1.1,Nightingale,NA,Medium LDL Cholesterol ratio,M-LDL-FC,Beta Coefficient,-0.1336254,NA,0.87491772,NA,"(0.79, 0.96)",0.04965156,NA,0.0071182,NA,NA,117815,C15,Esophageal Cancer
36737450,36737450.1.1,Nightingale,NA,Small LDL Cholesterol,S-LDL-CE,Beta Coefficient,-0.1436765,NA,0.86616787,NA,"(0.78, 0.96)",0.05350535,NA,0.00724703,NA,NA,117914,C64,Kidney Cancer
36737450,36737450.1.1,Nightingale,NA,Extremely large VLDL Cholesterol,XXL-VLDL-C,Beta Coefficient,0.13918818,NA,1.14934036,NA,"(1.04, 1.27)",0.05187766,NA,0.00729633,NA,NA,117906,C15,Esophageal Cancer
36737450,36737450.1.1,Nightingale,NA,Large LDL Cholesterol ratio,L-LDL-PL,Beta Coefficient,0.16751457,NA,1.18236252,NA,"(1.05, 1.34)",0.06244241,NA,0.00730294,NA,NA,117927,C90,Multiple Myeloma
36737450,36737450.1.1,Nightingale,NA,NA Cholesterol,Clinical LDL-C,Beta Coefficient,-0.2777791,NA,0.75746415,NA,"(0.62, 0.93)",0.10373029,NA,0.00740859,NA,NA,118013,C17,Small Intestine Cancer
36737450,36737450.1.1,Nightingale,NA,Medium VLDL Phosphoglyceride,M-VLDL-PL,Beta Coefficient,-0.1871209,NA,0.82934347,NA,"(0.72, 0.95)",0.06988706,NA,0.00741793,NA,NA,118010,C22,Liver Cancer
36737450,36737450.1.1,Nightingale,NA,Linoleic Acid,LA,Beta Coefficient,-0.079606,NA,0.92348012,NA,"(0.87, 0.98)",0.02978935,NA,0.00753338,NA,NA,117622,C18,Colon Cancer
36737450,36737450.1.1,Nightingale,NA,IDL ratio,IDL-TG,Beta Coefficient,0.13907271,NA,1.14920766,NA,"(1.04, 1.27)",0.0520603,NA,0.00755406,NA,NA,117392,C15,Esophageal Cancer
36737450,36737450.1.1,Nightingale,NA,Small LDL Cholesterol,S-LDL-FC,Beta Coefficient,-0.2920311,NA,0.74674531,NA,"(0.6, 0.93)",0.10939406,NA,0.00759567,NA,NA,118025,C17,Small Intestine Cancer
36737450,36737450.1.1,Nightingale,NA,Medium LDL Cholesterol,M-LDL-CE,Beta Coefficient,-0.141258,NA,0.86826529,NA,"(0.78, 0.96)",0.05308,NA,0.00778562,NA,NA,117913,C64,Kidney Cancer
36737450,36737450.1.1,Nightingale,NA,Small LDL Cholesterol ratio,S-LDL-FC,Beta Coefficient,-0.0742053,NA,0.92848107,NA,"(0.88, 0.98)",0.02788676,NA,0.00779205,NA,NA,117300,C18,Colon Cancer
36737450,36737450.1.1,Nightingale,NA,Medium HDL Cholesterol ratio,M-HDL-C,Beta Coefficient,-0.1393979,NA,0.86988185,NA,"(0.78, 0.96)",0.0523982,NA,0.0078058,NA,NA,117984,C15,Esophageal Cancer
36737450,36737450.1.1,Nightingale,NA,Medium LDL Cholesterol,M-LDL-L,Beta Coefficient,-0.1395787,NA,0.86972455,NA,"(0.78, 0.96)",0.05251674,NA,0.00786537,NA,NA,117916,C64,Kidney Cancer
36737450,36737450.1.1,Nightingale,NA,Omega-3  ratio,Omega-3,Beta Coefficient,-0.0807212,NA,0.92245085,NA,"(0.87, 0.98)",0.03037677,NA,0.00787616,NA,NA,117425,C18,Colon Cancer
36737450,36737450.1.1,Nightingale,NA,Very Large HDL Cholesterol,XL-HDL-PL,Beta Coefficient,-0.091162,NA,0.9128698,NA,"(0.85, 0.98)",0.03431769,NA,0.00789765,NA,NA,117521,C18,Colon Cancer
36737450,36737450.1.1,Nightingale,NA,LA  ratio,LA,Beta Coefficient,-0.1312281,NA,0.87701773,NA,"(0.8, 0.97)",0.04942169,NA,0.00792443,NA,NA,117850,C64,Kidney Cancer
36737450,36737450.1.1,Nightingale,NA,Small HDL Cholesterol,S-HDL-CE,Beta Coefficient,-0.1500067,NA,0.86070217,NA,"(0.77, 0.96)",0.05656218,NA,0.00800004,NA,NA,63789,C56,Ovarian Cancer
36737450,36737450.1.1,Nightingale,NA,Small HDL Cholesterol ratio,S-HDL-C,Beta Coefficient,-0.0769766,NA,0.92591149,NA,"(0.87, 0.98)",0.02907797,NA,0.00811495,NA,NA,117706,C18,Colon Cancer
36737450,36737450.1.1,Nightingale,NA,Extremely large VLDL ratio,XXL-VLDL-C,Beta Coefficient,0.16624003,NA,1.1808565,NA,"(1.04, 1.34)",0.06285323,NA,0.00817169,NA,NA,110331,C90,Multiple Myeloma
36737450,36737450.1.1,Nightingale,NA,Large HDL Cholesterol,L-HDL-PL,Beta Coefficient,-0.1698827,NA,0.84376377,NA,"(0.74, 0.96)",0.06427736,NA,0.00821839,NA,NA,117905,C64,Kidney Cancer
36737450,36737450.1.1,Nightingale,NA,LDL particle size,LDL particle size,Beta Coefficient,-0.0780921,NA,0.92487922,NA,"(0.87, 0.98)",0.0296765,NA,0.00850222,NA,NA,117720,C18,Colon Cancer
36737450,36737450.1.1,Nightingale,NA,Medium VLDL Cholesterol,M-VLDL-C,Beta Coefficient,-0.3009521,NA,0.74011322,NA,"(0.59, 0.93)",0.11446152,NA,0.00855643,NA,NA,118019,C17,Small Intestine Cancer
36737450,36737450.1.1,Nightingale,NA,SFA  ratio,SFA,Beta Coefficient,0.07714787,NA,1.0802018,NA,"(1.02, 1.14)",0.02936778,NA,0.00861525,NA,NA,117623,C18,Colon Cancer
36737450,36737450.1.1,Nightingale,NA,Very small VLDL Cholesterol,XS-VLDL-C,Beta Coefficient,-0.1438165,NA,0.86604665,NA,"(0.78, 0.96)",0.05477327,NA,0.00864788,NA,NA,117912,C64,Kidney Cancer
36737450,36737450.1.1,Nightingale,NA,Large LDL Cholesterol,L-LDL-PL,Beta Coefficient,-0.1368795,NA,0.87207526,NA,"(0.79, 0.97)",0.05215264,NA,0.00867521,NA,NA,63744,C54,Endometrial Cancer
36737450,36737450.1.1,Nightingale,NA,IDL ratio,IDL-PL,Beta Coefficient,0.13680738,NA,1.14660727,NA,"(1.04, 1.27)",0.05213307,NA,0.00868538,NA,NA,117892,C64,Kidney Cancer
36737450,36737450.1.1,Nightingale,NA,Citrate,Citrate,Beta Coefficient,-0.1465108,NA,0.8637164,NA,"(0.77, 0.96)",0.05584194,NA,0.00869881,NA,NA,117848,C64,Kidney Cancer
36737450,36737450.1.1,Nightingale,NA,Small HDL Cholesterol,S-HDL-L,Beta Coefficient,-0.1509473,NA,0.85989298,NA,"(0.77, 0.96)",0.0575341,NA,0.0087002,NA,NA,63786,C56,Ovarian Cancer
36737450,36737450.1.1,Nightingale,NA,NA Cholesterol,Clinical LDL-C,Beta Coefficient,-0.1332882,NA,0.87521281,NA,"(0.79, 0.97)",0.05081026,NA,0.00870944,NA,NA,63743,C54,Endometrial Cancer
36737450,36737450.1.1,Nightingale,NA,Docosahexaenoic Acid,DHA,Beta Coefficient,-0.056003,NA,0.94553634,NA,"(0.91, 0.99)",0.02134875,NA,0.00870971,NA,NA,62196,C50,Breast Cancer
36737450,36737450.1.1,Nightingale,NA,Pyruvate,Pyruvate,Beta Coefficient,0.05631732,NA,1.05793333,NA,"(1.01, 1.1)",0.02150223,NA,0.0088152,NA,NA,61998,C50,Breast Cancer
36737450,36737450.1.1,Nightingale,NA,Small VLDL ratio,S-VLDL-C,Beta Coefficient,-0.1271071,NA,0.88063936,NA,"(0.8, 0.97)",0.04855893,NA,0.00885547,NA,NA,63754,C54,Endometrial Cancer
